Risultato operativo,Utile (perdita) dell'eserc del Gruppo,rcizio di comp,etenza
"Il Risultato operativo (EBIT) è positivo per 131,9 milioni di euro (-45,9 milioni di euro nel 2021).","Al netto di un carico fiscale correnti e differite pari a 21,","2 stimato per imn 1,5 milioni di eure",iposte 0 (impatto
Proventi (oneri) finanziari,"positivo per 71,5 milioni di eu ha conseguito; nel 2022, un","euro nel 2021), il risultato econo",Gruppo ADF omico pari
"Gli oneri finanziari netti sono pari a 63,9 milioni di euro","a +45,1 milioni di euro contro",r0 una perdita ne,"etta di 38,0"
"e si incrementano di 1,8 milioni di euro rispetto al 2021.",milioni di euro del 2021.,,
TABELLA 19 Conto economico complessivo consolidato,,,
Migliaia di euro,2022,2021,
UTILE (PERDITA) DELLESERCIZIO,45.059,(37.958,
Quota strumenti finanziari derivati di copertura cash flow hedge,100.982,42.13,
Effetto fiscale,(24.235),(10.112,
"Quota di pertinenza delle ""altre componenti dell'utile complessivo"" delle par patrimonio netto",ecipazioni valutate con il metodo del,(26),
"ALTRE COMPONENTI DEL CONTO ECONOMICO COMPLESSIVO RICLA ECONOMICO, AL NETTO DELL'EFFETTO FISCALE",SSIFICABILI NEL CONTO,76.721,32.03C
Utili (perdite) da valutazione attuariale di fondi per benefici ai dipendenti,1.624,(427,
Effetto fiscale,(390),10,
Utili (perdite) da valutazione al fair value delle partecipazioni,(13.020,,
"ALTRE COMPONENTI DEL CONTO ECONOMICO COMPLESSIVO CHE SUCCESSIVAMENTE RICLASSIFICATE NEL CONTO ECONOMICO, AL N",ION SARANNO ETTO DELLEFFETTO FISCALE,1.234,(13.344
RICLASSIFICHE DELLE ALTRE COMPONENTI DEL CONTO ECONOMIC ECONOMICO DELLESERCIZIO,0 COMPLESSIVO NEL CONTO,4.883,3.22
TOTALE DELLE ALTRE COMPONENTI DEL CONTO ECONOMICO COMP DELLEFFETTO FISCALE,"LESSIVO, AL NETTO",82.838,21.91C
UTILE (PERDITA) COMPLESSIVO DELL'ESERCIZIO,127.897,(16.048,
Di cui:,,,
Utile (perdita) di pertinenza del Gruppo,127.897,(16.125,
Utile (perdita) di pertinenza di Terzi,,,
